Feature ID	Taxon	Confidence
fd15361a1cbfffbe9bc8597c9dbb807ab71d988f	k__Bacteria	0.9104655252193039
8040f4d9d11a20e2159d34ad24e8b4617c9e43d9	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0.9999956634030082
512812328117fff2426af0be0668d908738cf344	Unassigned	0.8992117850731445
1bc3946422a00718dd948ba8e8e41bd32013f54f	Unassigned	0.8990750784119512
ef3eed51d9bda75c233701bc2c924e3919aaf8ed	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__fragilis	0.9927333949715996
000f70922ff1db52497e379254e487e0878b20d8	k__Bacteria	0.9512838646958338
69ad3249338da4f576ecae9396813f675a1d0b93	k__Bacteria	0.9250774422197946
bc9fc08970a03212fd3d8fc8490c44a0b6230781	k__Bacteria	0.9778294810254681
187f97d62c60cad6f83589db070aced82f8bc474	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__iners	0.9995588778339001
3bc178286a197bde2201a837d3bd4acef484317d	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Gardnerella; s__	0.9999853936229147
87908fa61f4d05a80128de7c296c21073907f934	k__Bacteria	0.951678929139534
9c809c155d5401dd477fd117aa2e2429c00e7207	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0.9995089205490594
aa142d7a1fce3812dfc09138436f8b5514517a69	k__Bacteria	0.9269965595751865
ed27db5a75edd5d4efed718574ba7f1ba432ac78	k__Bacteria	0.965520445602774
dfd2927e11e8bd73fce143ecaa8f172507788923	k__Bacteria	0.9457051168236749
475e006ed3c0a1fa727d169de4374edfab2d55c1	Unassigned	0.9102840357084163
663d90ab38c5d65c5f1380e6380fe114c02abdd7	Unassigned	0.8904811461800013
5d02efb90e6bdf482a96cc3eaf58979c57504a19	k__Bacteria	0.9527622959987903
124cb6e0a9fe34070ed28b4b866c63a16d8f8155	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Gardnerella; s__	0.9999928383371581
12073201864053ab65ff36e86d6c52a14f4edfa4	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__	0.997017440675457
00e3aede816b3c22d6e8dfdfe67517e3a4c91d2e	k__Bacteria	0.9515140309741722
d9cf0fca0069b453c5bd95090710be808c53f92c	Unassigned	0.9426391692337134
32460f5aaa477ceafb7624a020323876be7ad2ce	k__Bacteria	0.941049835630437
ea1bc22a1d158916fd6e63381c7160f063b11b17	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0.9999959855178281
0b501ac7cffcdde9ea75970af76b9d68628088cc	Unassigned	0.9035309285973419
ac6e62c588b189627498d6074dfd7baa3e473c0e	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Anaerococcus; s__	0.9999999995480948
169037817dfadc54426561ccde535bab0df9a290	Unassigned	0.9122407746426571
2b06f226b7c04458f3d8025ec77cac0bcc84daef	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Sneathia; s__	0.999965416866022
a1129a662cfa9d2df2876c7441c81e206e850c83	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0.999980071459668
c196486c86e6057d334527552e6edacec632145d	k__Bacteria	0.9297740813660749
3209bba174431d0878e41e0421d0e5993bdbcecf	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__	0.997653465934797
6d1d8ff8e3d12c5cf0a2b82be9b3ba3a835f2778	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__iners	0.997447107665065
d92812b9f71da8f20f0a23762d4d57a004df9429	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__	0.9859281009011943
5ea6d9b84f49d3a211ab646ab17aecd73ef3ebb1	k__Bacteria	0.9402212735708052
faaf64a6701b857cb059095868648aef2b917aa3	Unassigned	0.92296938046448
e8e8e5070fbd982716cbf9e3b61d6ad39286c0c1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium	0.9989586953395598
3f78c11296e898dd0ba8d972c999f8b35503c51a	k__Bacteria	0.9577193734433104
3dd3fb9f52d74acf802e5e25c340a54666d4bbef	Unassigned	0.8805868387597341
0615b18352026fa78d08b2d17513ee27cc492811	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0.9999927836009346
5612c7b89ec42dabd55116600db8ee1a7a9705e1	k__Bacteria	0.9112614199941338
1ff25895a5c55b6b0c031d70a1d6c2f666ef754e	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Atopobium; s__vaginae	0.9999999859594056
a62e2751f3c6d058beb01784a39a9163a2f8a320	k__Bacteria	0.9788985327463849
b036b8720a71f9f4dc7f2b9bf6af830af36ff920	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister; s__	0.9999996007354583
371e69d220af817d1ee76137054a2b65795c117b	Unassigned	0.9288726894182163
3ecdd65842a4797284e3562eb156459157f4f860	k__Bacteria	0.9369611858716642
b88d47d9d016cb2342f4268fc7bd7265d51d460d	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	0.9999972957418962
de06e6f3692233b019b95ed2f90cf400060ba579	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister; s__	0.9999973830130523
093b86ef78a174abb7e986c480684d20a31c7d73	Unassigned	0.9033019624584123
dba8465c3cd9bc0a5fdc08daf55b1d955e574915	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Finegoldia; s__	0.9999999999747189
093a6ddd888287443541bd38484aed94a82057de	k__Bacteria	0.9243384845224267
a6ec1e9e8de36ecdd8ec6df3e3ea29b8fdfd432b	k__Bacteria	0.9207369052929801
47ea48d2bdd73d6a752504d1bf157b743a9fbe3b	k__Bacteria	0.930748699035309
6be52ca6d58db01fc59e695beb9b19f2f109c85b	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	0.9999936102726755
091a1f6ccbab3664f1efc073dddd428d684989f7	Unassigned	0.9147250639157021
