"V1","V2","testing_cohort","training_cohort","pipeline","level"
0,0.75,"Chao","Tsementzi","Chao","class"
0,0.862068965517241,"Gressel","Tsementzi","Chao","class"
0,0.466216216216216,"Walsh","Tsementzi","Chao","class"
0.388147566718995,0.538461538461538,"Antonio","Tsementzi","Chao","family"
0.80151967285588,0.75,"Chao","Tsementzi","Chao","family"
0.574014629049112,0.862068965517241,"Gressel","Tsementzi","Chao","family"
0.533056873194731,0.466216216216216,"Walsh","Tsementzi","Chao","family"
0,0.538461538461538,"Antonio","Tsementzi","Chao","genus"
0.675347222222222,0.75,"Chao","Tsementzi","Chao","genus"
0,0.862068965517241,"Gressel","Tsementzi","Chao","genus"
0.37509385024913,0.466216216216216,"Walsh","Tsementzi","Chao","genus"
0.403126285479227,0.428571428571429,"Antonio","Tsementzi","Gressel","phylum"
0.193410082593112,0.34375,"Chao","Tsementzi","Gressel","phylum"
0.28904214559387,0.310344827586207,"Gressel","Tsementzi","Gressel","phylum"
0.308752188338859,0.48993288590604,"Walsh","Tsementzi","Gressel","phylum"
0.4382098293863,0.476190476190476,"Antonio","Tsementzi","Gressel","order"
0.371494280438197,0.5,"Chao","Tsementzi","Gressel","order"
0.32955496797056,0.310344827586207,"Gressel","Tsementzi","Gressel","order"
0.306217393124792,0.456375838926175,"Walsh","Tsementzi","Gressel","order"
0.436507617456815,0.428571428571429,"Antonio","Tsementzi","Gressel","class"
0.590348908769061,0.34375,"Chao","Tsementzi","Gressel","class"
0.594977621445456,0.310344827586207,"Gressel","Tsementzi","Gressel","class"
0.481593673373463,0.496644295302013,"Walsh","Tsementzi","Gressel","class"
0.429482190066555,0.428571428571429,"Antonio","Tsementzi","Gressel","family"
0.431015421846848,0.28125,"Chao","Tsementzi","Gressel","family"
0.924943711374447,0.275862068965517,"Gressel","Tsementzi","Gressel","family"
0.502048622891244,0.503355704697987,"Walsh","Tsementzi","Gressel","family"
0.476978683198779,0.523809523809524,"Antonio","Tsementzi","Gressel","genus"
0.400399997386845,0.40625,"Chao","Tsementzi","Gressel","genus"
0.881658148900516,0.724137931034483,"Gressel","Tsementzi","Gressel","genus"
0.495571200494136,0.469798657718121,"Walsh","Tsementzi","Gressel","genus"
0.729396645021645,0.666666666666667,"Antonio","Tsementzi","Tsementzi","phylum"
0.78276343678335,0.65625,"Chao","Tsementzi","Tsementzi","phylum"
0.738042642224355,0.827586206896552,"Gressel","Tsementzi","Tsementzi","phylum"
0.503488532279415,0.503875968992248,"Walsh","Tsementzi","Tsementzi","phylum"
0.550378787878788,0.666666666666667,"Antonio","Tsementzi","Tsementzi","order"
0.758333451934428,0.71875,"Chao","Tsementzi","Tsementzi","order"
0.761186491323313,0.724137931034483,"Gressel","Tsementzi","Tsementzi","order"
0.531098631686069,0.511627906976744,"Walsh","Tsementzi","Tsementzi","order"
0.659877795815296,0.666666666666667,"Antonio","Tsementzi","Tsementzi","class"
0.74930021875247,0.6875,"Chao","Tsementzi","Tsementzi","class"
0.811793772586941,0.724137931034483,"Gressel","Tsementzi","Tsementzi","class"
0.525345555713208,0.496124031007752,"Walsh","Tsementzi","Tsementzi","class"
0.558712121212121,0.666666666666667,"Antonio","Tsementzi","Tsementzi","family"
0.684666873652381,0.75,"Chao","Tsementzi","Tsementzi","family"
0.807697801336642,0.758620689655172,"Gressel","Tsementzi","Tsementzi","family"
0.51945534543926,0.511627906976744,"Walsh","Tsementzi","Tsementzi","family"
0.537878787878788,0.666666666666667,"Antonio","Tsementzi","Tsementzi","genus"
0.692308260887749,0.75,"Chao","Tsementzi","Tsementzi","genus"
0.804155805185492,0.896551724137931,"Gressel","Tsementzi","Tsementzi","genus"
0.536828319045695,0.511627906976744,"Walsh","Tsementzi","Tsementzi","genus"
0.757784954944046,0.611111111111111,"Antonio","Tsementzi","SOTA","phylum"
0.79535870198286,0.741935483870968,"Chao","Tsementzi","SOTA","phylum"
0.864094490495141,0.814814814814815,"Gressel","Tsementzi","SOTA","phylum"
0.51212159662187,0.442953020134228,"Walsh","Tsementzi","SOTA","phylum"
0.794926790381336,0.611111111111111,"Antonio","Tsementzi","SOTA","order"
0.762225911919768,0.645161290322581,"Chao","Tsementzi","SOTA","order"
0.906617315378969,0.777777777777778,"Gressel","Tsementzi","SOTA","order"
0.580049572167131,0.436241610738255,"Walsh","Tsementzi","SOTA","order"
0.662735259393013,0.5,"Antonio","Tsementzi","SOTA","class"
0.715811373459195,0.741935483870968,"Chao","Tsementzi","SOTA","class"
0.881453108231333,0.666666666666667,"Gressel","Tsementzi","SOTA","class"
0.519822220019261,0.436241610738255,"Walsh","Tsementzi","SOTA","class"
0.667203518406727,0.555555555555556,"Antonio","Tsementzi","SOTA","family"
0.727950626613072,0.741935483870968,"Chao","Tsementzi","SOTA","family"
