"V1","V2","testing_cohort","training_cohort","pipeline","level"
0.752396439049965,0.793103448275862,"Gressel","Tsementzi","Tsementzi","family"
0.514938925804831,0.51937984496124,"Walsh","Tsementzi","Tsementzi","family"
0.457149621212121,0.666666666666667,"Antonio","Tsementzi","Tsementzi","genus"
0.708637914230019,0.75,"Chao","Tsementzi","Tsementzi","genus"
0.766371972508794,0.827586206896552,"Gressel","Tsementzi","Tsementzi","genus"
0.536779562067723,0.511627906976744,"Walsh","Tsementzi","Tsementzi","genus"
0.567397942966125,0.611111111111111,"Antonio","Tsementzi","SOTA","phylum"
0.833581724254627,0.741935483870968,"Chao","Tsementzi","SOTA","phylum"
0.817951684459334,0.851851851851852,"Gressel","Tsementzi","SOTA","phylum"
0.584951021450537,0.449664429530201,"Walsh","Tsementzi","SOTA","phylum"
0.554754525777253,0.611111111111111,"Antonio","Tsementzi","SOTA","order"
0.655874848112637,0.741935483870968,"Chao","Tsementzi","SOTA","order"
0.889185907142271,0.851851851851852,"Gressel","Tsementzi","SOTA","order"
0.586309302206026,0.463087248322148,"Walsh","Tsementzi","SOTA","order"
0.524998041174512,0.666666666666667,"Antonio","Tsementzi","SOTA","class"
0.631244865099826,0.741935483870968,"Chao","Tsementzi","SOTA","class"
0.874110048963385,0.851851851851852,"Gressel","Tsementzi","SOTA","class"
0.503673876132294,0.449664429530201,"Walsh","Tsementzi","SOTA","class"
