#OTU ID	SRR15655215	SRR15655218	SRR15655228	SRR15655231	SRR15655234	SRR15655238	SRR15655241	SRR15655244	SRR15655248	SRR15655254	SRR15655258	SRR15655264	SRR15655267	SRR15655268	SRR15655274	SRR15655287	SRR15655291	SRR15655294	SRR15655300
OTU_373	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU_374	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU_375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
OTU_376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU_377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU_378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
OTU_379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
OTU_38	203	3	0	0	0	0	48	0	23	9	330	0	56	0	3	3	18	0	0
OTU_380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
OTU_381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
OTU_382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
OTU_383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
OTU_384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
OTU_385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
OTU_386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
OTU_387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
OTU_388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
OTU_389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
OTU_39	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU_390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
OTU_391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
OTU_392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
OTU_393	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_394	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_395	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_396	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_397	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_398	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_399	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4	0	0	0	0	0	0	0	3088	0	0	0	0	0	25	3031	0	0	0	0
OTU_40	0	0	0	0	0	0	12	0	0	0	0	0	0	9	0	0	0	0	193
OTU_400	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_401	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_402	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_403	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_404	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_405	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_406	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_407	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_408	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_409	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_41	0	0	0	114	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_410	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_411	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_412	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165
OTU_420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_43	0	0	0	82	0	0	6	0	0	0	0	13	0	0	0	0	161	0	0
OTU_44	0	14	6	0	0	0	7	0	0	0	0	0	105	0	0	0	152	0	0
OTU_45	0	25	11	4	0	0	0	0	0	3	0	0	0	40	8	0	5	0	151
OTU_46	0	0	21	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	147
OTU_47	0	0	0	0	0	0	0	0	0	7	0	0	7	11	0	0	254	0	10
OTU_48	0	39	31	25	0	0	2	0	0	20	0	0	0	11	9	2	17	0	122
OTU_49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120
OTU_5	0	0	0	0	0	0	1974	0	2690	0	0	0	0	21	0	795	0	0	0
OTU_50	0	38	18	152	0	0	4	0	0	55	6	8	0	14	13	4	4	0	132
OTU_51	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0
OTU_52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	57
OTU_53	0	0	0	13	0	0	6	0	0	114	0	0	7	5	0	0	0	0	0
OTU_54	0	0	0	0	0	0	0	0	0	0	9	0	0	111	0	0	5	0	44
OTU_55	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_56	8	104	15	30	0	0	0	0	3	110	2	0	3	60	0	0	30	0	66
OTU_57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110
OTU_58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0
OTU_59	0	0	0	73	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0
OTU_6	8	3	0	73	47	0	63	2508	47	15	12	0	16	16	2308	23	21	0	0
OTU_60	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	28
OTU_61	17	0	0	17	0	0	58	0	0	9	16	0	30	0	0	105	0	0	42
OTU_62	0	0	0	103	0	0	0	0	0	0	0	0	72	0	0	0	0	0	5
OTU_63	0	0	2	102	0	0	0	0	0	6	0	0	10	8	28	0	5	0	8
OTU_64	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	92
OTU_65	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96
OTU_66	0	0	0	74	0	0	0	0	0	91	0	0	0	0	0	0	15	0	6
OTU_67	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_68	5	0	0	0	0	0	19	0	0	0	0	0	4	83	0	0	3	0	5
OTU_69	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	83	0	0
OTU_7	0	0	0	6	0	0	0	0	0	13	0	4	0	57	0	0	0	0	2416
OTU_70	0	0	82	0	0	0	0	0	0	0	0	0	0	12	0	0	39	0	0
OTU_71	0	0	0	156	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0
OTU_72	4	0	0	50	79	0	7	0	0	5	7	0	7	0	0	0	8	0	0
OTU_73	0	5	0	0	0	0	0	0	7	0	0	0	0	79	0	0	0	0	18
OTU_74	0	0	0	76	0	0	7	68	7	0	0	0	0	22	13	6	0	0	0
OTU_75	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76
OTU_76	10	6	3	19	0	0	9	0	0	15	0	0	60	7	0	0	71	0	0
OTU_77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0
OTU_78	6	25	11	67	0	0	5	0	0	38	0	0	9	14	6	0	12	0	24
OTU_79	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	89	0	0
OTU_8	0	0	0	0	0	0	0	0	0	0	0	0	2218	0	0	0	387	0	0
OTU_80	6	0	0	59	0	0	0	0	0	32	8	0	64	0	0	0	16	0	0
OTU_81	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	64	0	0
OTU_82	0	0	6	0	0	0	0	5	6	0	0	8	0	0	10	3	0	0	64
OTU_83	0	0	0	6	0	0	0	0	0	63	0	0	8	0	0	0	12	0	0
OTU_84	0	0	0	23	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0
OTU_85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0
OTU_86	0	17	29	14	0	0	0	0	0	15	0	0	0	48	0	0	11	0	63
OTU_87	17	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0
OTU_88	0	61	0	8	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0
OTU_89	0	0	3	25	0	0	0	2	0	60	0	0	2	0	2	0	9	0	6
OTU_9	1193	6	0	2152	16	0	505	0	1849	0	1429	0	539	0	0	2123	0	0	0
OTU_90	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	29
OTU_91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0
OTU_92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57
OTU_93	0	11	4	0	0	3	0	0	0	0	0	5	0	0	2	0	0	13	56
OTU_94	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	6
OTU_95	0	0	0	0	0	0	0	0	0	0	0	5	0	7	0	0	0	0	53
OTU_96	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	11
OTU_97	0	9	0	48	0	0	13	0	0	30	0	4	0	0	16	0	13	0	9
OTU_98	0	0	0	47	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0
OTU_99	0	0	0	10	0	0	24	0	0	0	0	0	23	0	0	47	0	0	20
